UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
root          32       2      32  0    1     0     0   2 23:38 ?        00:00:00 [migration/2]
root          33       2      33  0    1     0     0   2 23:38 ?        00:00:00 [ksoftirqd/2]
root          35       2      35  0    1     0     0   2 23:38 ?        00:00:00 [kworker/2:0H-kblockd]
root          36       2      36  0    1     0     0   3 23:38 ?        00:00:00 [cpuhp/3]
root          37       2      37  0    1     0     0   3 23:38 ?        00:00:00 [idle_inject/3]
root          38       2      38  0    1     0     0   3 23:38 ?        00:00:00 [migration/3]
root          39       2      39  0    1     0     0   3 23:38 ?        00:00:00 [ksoftirqd/3]
root          40       2      40  0    1     0     0   3 23:38 ?        00:00:00 [kworker/3:0-events]
root          41       2      41  0    1     0     0   3 23:38 ?        00:00:00 [kworker/3:0H-events_highpri]
root          46       2      46  0    1     0     0   1 23:38 ?        00:00:00 [kdevtmpfs]
root          47       2      47  0    1     0     0   1 23:38 ?        00:00:00 [kworker/R-inet_frag_wq]
root          48       2      48  0    1     0     0   2 23:38 ?        00:00:00 [kauditd]
root          49       2      49  0    1     0     0   1 23:38 ?        00:00:00 [khungtaskd]
root          50       2      50  0    1     0     0   1 23:38 ?        00:00:00 [oom_reaper]
root          52       2      52  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-writeback]
root          54       2      54  0    1     0     0   2 23:38 ?        00:00:00 [kcompactd0]
root          55       2      55  0    1     0     0   2 23:38 ?        00:00:00 [ksmd]
root          56       2      56  0    1     0     0   2 23:38 ?        00:00:00 [khugepaged]
root          57       2      57  0    1     0     0   2 23:38 ?        00:00:00 [kworker/R-kintegrityd]
root          58       2      58  0    1     0     0   1 23:38 ?        00:00:00 [kworker/R-kblockd]
root          59       2      59  0    1     0     0   1 23:38 ?        00:00:00 [irq/9-acpi]
root          60       2      60  0    1     0     0   2 23:38 ?        00:00:00 [kworker/2:1-events]
root          61       2      61  0    1     0     0   1 23:38 ?        00:00:00 [kworker/1:1-events]
root          62       2      62  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-tpm_dev_wq]
root          63       2      63  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-ata_sff]
root          64       2      64  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-md]
root          65       2      65  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-md_bitmap]
root          66       2      66  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-edac-poller]
root          67       2      67  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-devfreq_wq]
root          68       2      68  0    1     0     0   3 23:38 ?        00:00:00 [watchdogd]
root          69       2      69  0    1     0     0   2 23:38 ?        00:00:00 [kworker/u515:1-flush-8:0]
root          70       2      70  0    1     0     0   2 23:38 ?        00:00:00 [kworker/2:1H-kblockd]
root          71       2      71  0    1     0     0   3 23:38 ?        00:00:00 [kswapd0]
root          72       2      72  0    1     0     0   0 23:38 ?        00:00:00 [ecryptfs-kthread]
root          73       2      73  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-kthrotld]
root          74       2      74  0    1     0     0   2 23:38 ?        00:00:00 [irq/24-pciehp]
root          75       2      75  0    1     0     0   3 23:38 ?        00:00:00 [irq/25-pciehp]
root          76       2      76  0    1     0     0   0 23:38 ?        00:00:00 [irq/26-pciehp]
root          77       2      77  0    1     0     0   1 23:38 ?        00:00:00 [irq/27-pciehp]
root          78       2      78  0    1     0     0   2 23:38 ?        00:00:00 [irq/28-pciehp]
root          79       2      79  0    1     0     0   3 23:38 ?        00:00:00 [irq/29-pciehp]
root          80       2      80  0    1     0     0   0 23:38 ?        00:00:00 [irq/30-pciehp]
root          81       2      81  0    1     0     0   1 23:38 ?        00:00:00 [irq/31-pciehp]
root          82       2      82  0    1     0     0   2 23:38 ?        00:00:00 [irq/32-pciehp]
root          83       2      83  0    1     0     0   3 23:38 ?        00:00:00 [irq/33-pciehp]
root          84       2      84  0    1     0     0   0 23:38 ?        00:00:00 [irq/34-pciehp]
root          85       2      85  0    1     0     0   1 23:38 ?        00:00:00 [irq/35-pciehp]
root          86       2      86  0    1     0     0   2 23:38 ?        00:00:00 [irq/36-pciehp]
root          87       2      87  0    1     0     0   3 23:38 ?        00:00:00 [irq/37-pciehp]
root          88       2      88  0    1     0     0   0 23:38 ?        00:00:00 [irq/38-pciehp]
root          89       2      89  0    1     0     0   1 23:38 ?        00:00:00 [irq/39-pciehp]
root          90       2      90  0    1     0     0   2 23:38 ?        00:00:00 [irq/40-pciehp]
root          91       2      91  0    1     0     0   3 23:38 ?        00:00:00 [irq/41-pciehp]
root          92       2      92  0    1     0     0   0 23:38 ?        00:00:00 [irq/42-pciehp]
root          93       2      93  0    1     0     0   1 23:38 ?        00:00:00 [irq/43-pciehp]
root          94       2      94  0    1     0     0   2 23:38 ?        00:00:00 [irq/44-pciehp]
root          95       2      95  0    1     0     0   3 23:38 ?        00:00:00 [irq/45-pciehp]
root          96       2      96  0    1     0     0   0 23:38 ?        00:00:00 [irq/46-pciehp]
root          97       2      97  0    1     0     0   1 23:38 ?        00:00:00 [irq/47-pciehp]
root          98       2      98  0    1     0     0   2 23:38 ?        00:00:00 [irq/48-pciehp]
root          99       2      99  0    1     0     0   3 23:38 ?        00:00:00 [irq/49-pciehp]
root         100       2     100  0    1     0     0   0 23:38 ?        00:00:00 [irq/50-pciehp]
root         101       2     101  0    1     0     0   1 23:38 ?        00:00:00 [irq/51-pciehp]
root         102       2     102  0    1     0     0   2 23:38 ?        00:00:00 [irq/52-pciehp]
root         103       2     103  0    1     0     0   3 23:38 ?        00:00:00 [irq/53-pciehp]
root         104       2     104  0    1     0     0   0 23:38 ?        00:00:00 [irq/54-pciehp]
root         105       2     105  0    1     0     0   1 23:38 ?        00:00:00 [irq/55-pciehp]
root         106       2     106  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-acpi_thermal_pm]
root         107       2     107  0    1     0     0   2 23:38 ?        00:00:00 [kworker/u515:2-events_unbound]
root         109       2     109  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_0]
root         110       2     110  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_0]
root         111       2     111  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_1]
root         112       2     112  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_1]
root         114       2     114  0    1     0     0   2 23:38 ?        00:00:00 [kworker/u515:4-events_freezable_pwr_efficient]
root         115       2     115  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-mld]
root         116       2     116  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-ipv6_addrconf]
root         117       2     117  0    1     0     0   0 23:38 ?        00:00:00 [kworker/u512:1-ipv6_addrconf]
root         124       2     124  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-kstrp]
root         126       2     126  0    1     0     0   0 23:38 ?        00:00:00 [kworker/u517:0]
root         127       2     127  0    1     0     0   0 23:38 ?        00:00:00 [kworker/u518:0]
root         128       2     128  0    1     0     0   0 23:38 ?        00:00:00 [kworker/u519:0]
root         143       2     143  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-charger_manager]
root         144       2     144  0    1     0     0   0 23:38 ?        00:00:00 [kworker/0:1H-kblockd]
root         145       2     145  0    1     0     0   0 23:38 ?        00:00:00 [kworker/0:2-events]
root         171       2     171  0    1     0     0   1 23:38 ?        00:00:00 [kworker/1:1H-kblockd]
root         172       2     172  0    1     0     0   3 23:38 ?        00:00:00 [kworker/3:1H-kblockd]
root         198       2     198  0    1     0     0   3 23:38 ?        00:00:00 [kworker/u516:1-iou_exit]
root         200       2     200  0    1     0     0   3 23:38 ?        00:00:00 [kworker/u514:1-iou_exit]
root         202       2     202  0    1     0     0   2 23:38 ?        00:00:00 [kworker/2:2-cgroup_destroy]
root         203       2     203  0    1     0     0   1 23:38 ?        00:00:00 [kworker/R-mpt_poll_0]
root         204       2     204  0    1     0     0   1 23:38 ?        00:00:00 [kworker/R-mpt/0]
root         220       2     220  0    1     0     0   1 23:38 ?        00:00:00 [kworker/1:2-events]
root         221       2     221  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_2]
root         222       2     222  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_2]
root         223       2     223  0    1     0     0   1 23:38 ?        00:00:00 [scsi_eh_3]
root         224       2     224  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_3]
root         225       2     225  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_4]
root         226       2     226  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_4]
root         227       2     227  0    1     0     0   3 23:38 ?        00:00:00 [scsi_eh_5]
root         228       2     228  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_5]
root         229       2     229  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_6]
root         230       2     230  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_6]
root         231       2     231  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_7]
root         232       2     232  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_7]
root         233       2     233  0    1     0     0   1 23:38 ?        00:00:00 [scsi_eh_8]
root         234       2     234  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_8]
root         235       2     235  0    1     0     0   1 23:38 ?        00:00:00 [scsi_eh_9]
root         236       2     236  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_9]
root         237       2     237  0    1     0     0   1 23:38 ?        00:00:00 [scsi_eh_10]
root         238       2     238  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_10]
root         239       2     239  0    1     0     0   1 23:38 ?        00:00:00 [scsi_eh_11]
root         240       2     240  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_12]
root         241       2     241  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_11]
root         242       2     242  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_12]
root         243       2     243  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_13]
root         244       2     244  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_13]
root         245       2     245  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_14]
root         246       2     246  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_14]
root         247       2     247  0    1     0     0   1 23:38 ?        00:00:00 [scsi_eh_15]
root         248       2     248  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_15]
root         249       2     249  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_16]
root         250       2     250  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_16]
root         251       2     251  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_17]
root         252       2     252  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_17]
root         253       2     253  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_18]
root         254       2     254  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_18]
root         255       2     255  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_19]
root         256       2     256  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_19]
root         257       2     257  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_20]
root         258       2     258  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_20]
root         259       2     259  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_21]
root         260       2     260  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_21]
root         261       2     261  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_22]
root         262       2     262  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_22]
root         263       2     263  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_23]
root         264       2     264  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_23]
root         265       2     265  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_24]
root         266       2     266  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_24]
root         267       2     267  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_25]
root         268       2     268  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_25]
root         269       2     269  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_26]
root         270       2     270  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-scsi_tmf_26]
root         271       2     271  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_27]
root         272       2     272  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_27]
root         273       2     273  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_28]
root         274       2     274  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_28]
root         275       2     275  0    1     0     0   1 23:38 ?        00:00:00 [scsi_eh_29]
root         276       2     276  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_29]
root         277       2     277  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_30]
root         278       2     278  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_30]
root         279       2     279  0    1     0     0   2 23:38 ?        00:00:00 [scsi_eh_31]
root         280       2     280  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_31]
root         281       2     281  0    1     0     0   0 23:38 ?        00:00:00 [scsi_eh_32]
root         282       2     282  0    1     0     0   3 23:38 ?        00:00:00 [kworker/R-scsi_tmf_32]
root         305       2     305  0    1     0     0   0 23:38 ?        00:00:00 [kworker/u513:25-kvfree_rcu_reclaim]
root         306       2     306  0    1     0     0   0 23:38 ?        00:00:00 [kworker/u513:26-events_unbound]
root         309       2     309  0    1     0     0   1 23:38 ?        00:00:00 [kworker/u513:29-events_power_efficient]
root         354       2     354  0    1     0     0   3 23:38 ?        00:00:00 [jbd2/sda2-8]
root         355       2     355  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-ext4-rsv-conversion]
root         403       2     403  0    1     0     0   3 23:38 ?        00:00:00 [irq/57-vmw_vmci]
root         404       2     404  0    1     0     0   0 23:38 ?        00:00:00 [irq/58-vmw_vmci]
root         405       2     405  0    1     0     0   1 23:38 ?        00:00:00 [irq/59-vmw_vmci]
root         413       1     413  0    1 14880 25808   3 23:38 ?        00:00:00 /usr/lib/systemd/systemd-journald
systemd+     433       1     433  0    1  4568  7756   3 23:38 ?        00:00:00 /usr/lib/systemd/systemd-oomd
root         440       2     440  0    1     0     0   3 23:38 ?        00:00:00 [kworker/u516:3-ext4-rsv-conversion]
root         451       2     451  0    1     0     0   1 23:38 ?        00:00:00 [kworker/u514:2-events_unbound]
systemd+     452       1     452  0    2 22907  7896   0 23:38 ?        00:00:00 /usr/lib/systemd/systemd-timesyncd
systemd+     452       1     467  0    2 22907  7896   1 23:38 ?        00:00:00 /usr/lib/systemd/systemd-timesyncd
root         459       2     459  0    1     0     0   2 23:38 ?        00:00:00 [irq/16-vmwgfx]
root         460       2     460  0    1     0     0   2 23:38 ?        00:00:00 [kworker/R-ttm]
root         461       1     461  0    3 38141  1300   3 23:38 ?        00:00:00 vmware-vmblock-fuse /run/vmblock-fuse -o rw,subtype=vmware-vmblock,default_permissions,allow_other,dev,suid
root         461       1     462  0    3 38141  1300   1 23:38 ?        00:00:00 vmware-vmblock-fuse /run/vmblock-fuse -o rw,subtype=vmware-vmblock,default_permissions,allow_other,dev,suid
root         461       1     463  0    3 38141  1300   1 23:38 ?        00:00:00 vmware-vmblock-fuse /run/vmblock-fuse -o rw,subtype=vmware-vmblock,default_permissions,allow_other,dev,suid
root         464       1     464  0    1  9213 13720   3 23:38 ?        00:00:00 /usr/lib/systemd/systemd-udevd
systemd+     470       1     470  0    1  5798 14460   1 23:38 ?        00:00:00 /usr/lib/systemd/systemd-resolved
root         497       2     497  0    1     0     0   2 23:38 ?        00:00:00 [psimon]
root        1009       2    1009  0    1     0     0   1 23:38 ?        00:00:00 [kworker/u514:4-events_power_efficient]
root        1124       2    1124  0    1     0     0   3 23:38 ?        00:00:00 [kworker/u516:4-events_unbound]
root        1187       2    1187  0    1     0     0   0 23:38 ?        00:00:00 [kworker/R-cryptd]
root        1361       1    1361  0    1  5981 10796   3 23:38 ?        00:00:00 /usr/bin/VGAuthService
root        1364       1    1364  0    4 64037 10044   3 23:38 ?        00:00:00 /usr/bin/vmtoolsd
root        1364       1    1418  0    4 64037 10044   1 23:38 ?        00:00:00 /usr/bin/vmtoolsd
root        1364       1    1419  0    4 64037 10044   1 23:38 ?        00:00:00 /usr/bin/vmtoolsd
root        1364       1    1420  0    4 64037 10044   2 23:38 ?        00:00:00 /usr/bin/vmtoolsd
root        1421       2    1421  0    1     0     0   3 23:38 ?        00:00:00 [kworker/3:3-cgroup_destroy]
avahi       1489       1    1489  0    1  1699  4420   1 23:38 ?        00:00:00 avahi-daemon: running [vm.local]
message+    1490       1    1490  0    1  2947  7692   0 23:38 ?        00:00:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+    1494       1    1494  0    4 130365 16848  0 23:38 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
gnome-r+    1494       1    1579  0    4 130365 16848  1 23:38 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
gnome-r+    1494       1    1588  0    4 130365 16848  3 23:38 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
gnome-r+    1494       1    1595  0    4 130365 16848  0 23:38 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
polkitd     1498       1    1498  0    4 95815 10700   1 23:38 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd     1498       1    1583  0    4 95815 10700   1 23:38 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd     1498       1    1584  0    4 95815 10700   0 23:38 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd     1498       1    1596  0    4 95815 10700   1 23:38 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
root        1513       1    1513  0   10 480902 38316  3 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1655  0   10 480902 38316  1 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1656  0   10 480902 38316  2 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1657  0   10 480902 38316  1 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1658  0   10 480902 38316  0 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1659  0   10 480902 38316  2 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1734  0   10 480902 38316  1 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1759  0   10 480902 38316  3 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    1760  0   10 480902 38316  0 23:38 ?        00:00:00 /usr/lib/snapd/snapd
root        1513       1    2010  0   10 480902 38316  2 23:39 ?        00:00:00 /usr/lib/snapd/snapd
root        1518       1    1518  0    4 78037  7584   0 23:38 ?        00:00:00 /usr/libexec/accounts-daemon
root        1518       1    1558  0    4 78037  7584   0 23:38 ?        00:00:00 /usr/libexec/accounts-daemon
root        1518       1    1559  0    4 78037  7584   0 23:38 ?        00:00:00 /usr/libexec/accounts-daemon
root        1518       1    1578  0    4 78037  7584   0 23:38 ?        00:00:00 /usr/libexec/accounts-daemon
root        1523       1    1523  0    1  2426  2968   0 23:38 ?        00:00:00 /usr/sbin/cron -f -P
root        1524       1    1524  0    4 77644  6940   2 23:38 ?        00:00:00 /usr/libexec/switcheroo-control
root        1524       1    1548  0    4 77644  6940   3 23:38 ?        00:00:00 /usr/libexec/switcheroo-control
root        1524       1    1549  0    4 77644  6940   2 23:38 ?        00:00:00 /usr/libexec/switcheroo-control
root        1524       1    1576  0    4 77644  6940   2 23:38 ?        00:00:00 /usr/libexec/switcheroo-control
root        1531       1    1531  0    1  4762  9012   0 23:38 ?        00:00:00 /usr/lib/systemd/systemd-logind
root        1532       1    1532  0    6 117695 13816  1 23:38 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1532       1    1550  0    6 117695 13816  0 23:38 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1532       1    1551  0    6 117695 13816  2 23:38 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1532       1    1577  0    6 117695 13816  1 23:38 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1532       1    1628  0    6 117695 13816  1 23:38 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1532       1    1640  0    6 117695 13816  2 23:38 ?        00:00:00 /usr/libexec/udisks2/udisksd
syslog      1545       1    1545  0    4 55183  6192   3 23:38 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
syslog      1545       1    1568  0    4 55183  6192   3 23:38 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
syslog      1545       1    1569  0    4 55183  6192   1 23:38 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
syslog      1545       1    1570  0    4 55183  6192   0 23:38 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
avahi       1557    1489    1557  0    1  1652  1472   1 23:38 ?        00:00:00 avahi-daemon: chroot helper
root        1587       1    1587  0    4 84958 20148   2 23:38 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1587       1    1637  0    4 84958 20148   1 23:38 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1587       1    1638  0    4 84958 20148   3 23:38 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1587       1    1639  0    4 84958 20148   0 23:38 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1593       1    1593  0    1  4604  6028   2 23:38 ?        00:00:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1622       1    1622  0    4 79415 12628   0 23:38 ?        00:00:00 /usr/sbin/ModemManager
root        1622       1    1630  0    4 79415 12628   0 23:38 ?        00:00:00 /usr/sbin/ModemManager
root        1622       1    1634  0    4 79415 12628   2 23:38 ?        00:00:00 /usr/sbin/ModemManager
root        1622       1    1636  0    4 79415 12628   0 23:38 ?        00:00:00 /usr/sbin/ModemManager
root        1722       1    1722  0    1  8151 12056   2 23:38 ?        00:00:00 /usr/sbin/cupsd -l
root        1728       1    1728  0    2 30902 29256   2 23:38 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1728       1    1752  0    2 30902 29256   1 23:38 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1743       1    1743  0    4 78330  8720   3 23:38 ?        00:00:00 /usr/sbin/gdm3
root        1743       1    1748  0    4 78330  8720   1 23:38 ?        00:00:00 /usr/sbin/gdm3
root        1743       1    1749  0    4 78330  8720   0 23:38 ?        00:00:00 /usr/sbin/gdm3
root        1743       1    1750  0    4 78330  8720   3 23:38 ?        00:00:00 /usr/sbin/gdm3
cups-br+    1747       1    1747  0    4 52342 20832   1 23:38 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    1747       1    1798  0    4 52342 20832   2 23:38 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    1747       1    1799  0    4 52342 20832   1 23:38 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    1747       1    1800  0    4 52342 20832   1 23:38 ?        00:00:00 /usr/sbin/cups-browsed
root        1753    1743    1753  0    4 43853  9944   0 23:38 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
root        1753    1743    1755  0    4 43853  9944   3 23:38 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
root        1753    1743    1756  0    4 43853  9944   0 23:38 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
root        1753    1743    1758  0    4 43853  9944   3 23:38 ?        00:00:00 gdm-session-worker [pam/gdm-launch-environment]
root        1795       2    1795  0    1     0     0   3 23:38 ?        00:00:00 [psimon]
gdm         1802       1    1802  0    1  5612 12680   0 23:38 ?        00:00:00 /usr/lib/systemd/systemd --user
gdm         1804    1802    1804  0    1  5620  3624   3 23:38 ?        00:00:00 (sd-pam)
root        1824       1    1824  0    4 78021  7068   3 23:38 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        1824       1    1833  0    4 78021  7068   1 23:38 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        1824       1    1834  0    4 78021  7068   2 23:38 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        1824       1    1835  0    4 78021  7068   2 23:38 ?        00:00:00 /usr/libexec/power-profiles-daemon
gdm         1844    1802    1844  0    1  1944  3600   0 23:38 ?        00:00:00 /usr/bin/mpris-proxy
