UID          PID    PPID     LWP  C NLWP    SZ   RSS PSR STIME TTY          TIME CMD
root          86       2      86  0    1     0     0   1 21:48 ?        00:00:00 [irq/35-pciehp]
root          87       2      87  0    1     0     0   2 21:48 ?        00:00:00 [irq/36-pciehp]
root          88       2      88  0    1     0     0   3 21:48 ?        00:00:00 [irq/37-pciehp]
root          89       2      89  0    1     0     0   0 21:48 ?        00:00:00 [irq/38-pciehp]
root          90       2      90  0    1     0     0   1 21:48 ?        00:00:00 [irq/39-pciehp]
root          91       2      91  0    1     0     0   2 21:48 ?        00:00:00 [irq/40-pciehp]
root          92       2      92  0    1     0     0   3 21:48 ?        00:00:00 [irq/41-pciehp]
root          93       2      93  0    1     0     0   0 21:48 ?        00:00:00 [irq/42-pciehp]
root          94       2      94  0    1     0     0   1 21:48 ?        00:00:00 [irq/43-pciehp]
root          95       2      95  0    1     0     0   2 21:48 ?        00:00:00 [irq/44-pciehp]
root          96       2      96  0    1     0     0   3 21:48 ?        00:00:00 [irq/45-pciehp]
root          97       2      97  0    1     0     0   0 21:48 ?        00:00:00 [irq/46-pciehp]
root          98       2      98  0    1     0     0   1 21:48 ?        00:00:00 [irq/47-pciehp]
root          99       2      99  0    1     0     0   2 21:48 ?        00:00:00 [irq/48-pciehp]
root         100       2     100  0    1     0     0   3 21:48 ?        00:00:00 [irq/49-pciehp]
root         101       2     101  0    1     0     0   0 21:48 ?        00:00:00 [irq/50-pciehp]
root         102       2     102  0    1     0     0   1 21:48 ?        00:00:00 [irq/51-pciehp]
root         103       2     103  0    1     0     0   2 21:48 ?        00:00:00 [irq/52-pciehp]
root         104       2     104  0    1     0     0   3 21:48 ?        00:00:00 [irq/53-pciehp]
root         105       2     105  0    1     0     0   0 21:48 ?        00:00:00 [irq/54-pciehp]
root         106       2     106  0    1     0     0   1 21:48 ?        00:00:00 [irq/55-pciehp]
root         107       2     107  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-acpi_thermal_pm]
root         109       2     109  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_0]
root         110       2     110  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-scsi_tmf_0]
root         111       2     111  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_1]
root         112       2     112  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-scsi_tmf_1]
root         115       2     115  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-mld]
root         117       2     117  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-ipv6_addrconf]
root         118       2     118  0    1     0     0   2 21:48 ?        00:00:00 [kworker/u512:1-ipv6_addrconf]
root         125       2     125  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-kstrp]
root         127       2     127  0    1     0     0   0 21:48 ?        00:00:00 [kworker/u517:0]
root         131       2     131  0    1     0     0   3 21:48 ?        00:00:00 [kworker/u521:0-ttm]
root         144       2     144  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-charger_manager]
root         146       2     146  0    1     0     0   0 21:48 ?        00:00:00 [kworker/0:1H-kblockd]
root         170       2     170  0    1     0     0   1 21:48 ?        00:00:00 [kworker/1:1H-kblockd]
root         173       2     173  0    1     0     0   3 21:48 ?        00:00:00 [kworker/3:1H-kblockd]
root         199       2     199  0    1     0     0   3 21:48 ?        00:00:00 [kworker/u514:1-events_power_efficient]
root         201       2     201  0    1     0     0   2 21:48 ?        00:00:00 [kworker/u516:1-events_freezable_pwr_efficient]
root         202       2     202  0    1     0     0   1 21:48 ?        00:00:00 [kworker/1:3-events]
root         203       2     203  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-mpt_poll_0]
root         204       2     204  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-mpt/0]
root         220       2     220  0    1     0     0   0 21:48 ?        00:00:00 [kworker/0:2-events]
root         221       2     221  0    1     0     0   3 21:48 ?        00:00:00 [scsi_eh_2]
root         222       2     222  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_2]
root         223       2     223  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_3]
root         224       2     224  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-scsi_tmf_3]
root         225       2     225  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_4]
root         226       2     226  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-scsi_tmf_4]
root         227       2     227  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_5]
root         228       2     228  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_5]
root         229       2     229  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_6]
root         230       2     230  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-scsi_tmf_6]
root         231       2     231  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_7]
root         232       2     232  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_7]
root         233       2     233  0    1     0     0   1 21:48 ?        00:00:00 [scsi_eh_8]
root         234       2     234  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_8]
root         235       2     235  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_9]
root         236       2     236  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_9]
root         237       2     237  0    1     0     0   1 21:48 ?        00:00:00 [scsi_eh_10]
root         238       2     238  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_10]
root         239       2     239  0    1     0     0   1 21:48 ?        00:00:00 [scsi_eh_11]
root         240       2     240  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-scsi_tmf_11]
root         241       2     241  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_12]
root         242       2     242  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_12]
root         243       2     243  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_13]
root         244       2     244  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_13]
root         245       2     245  0    1     0     0   3 21:48 ?        00:00:00 [scsi_eh_14]
root         246       2     246  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_14]
root         247       2     247  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_15]
root         248       2     248  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_15]
root         249       2     249  0    1     0     0   1 21:48 ?        00:00:00 [scsi_eh_16]
root         250       2     250  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_16]
root         251       2     251  0    1     0     0   3 21:48 ?        00:00:00 [scsi_eh_17]
root         252       2     252  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_17]
root         253       2     253  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_18]
root         254       2     254  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_18]
root         255       2     255  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_19]
root         256       2     256  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_19]
root         257       2     257  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_20]
root         258       2     258  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_20]
root         259       2     259  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_21]
root         260       2     260  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_21]
root         261       2     261  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_22]
root         262       2     262  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_22]
root         263       2     263  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_23]
root         264       2     264  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_23]
root         265       2     265  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_24]
root         266       2     266  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_24]
root         267       2     267  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_25]
root         268       2     268  0    1     0     0   2 21:48 ?        00:00:00 [kworker/R-scsi_tmf_25]
root         269       2     269  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_26]
root         270       2     270  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_26]
root         271       2     271  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_27]
root         272       2     272  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_27]
root         273       2     273  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_28]
root         274       2     274  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-scsi_tmf_28]
root         275       2     275  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_29]
root         276       2     276  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_29]
root         277       2     277  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_30]
root         278       2     278  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_30]
root         279       2     279  0    1     0     0   0 21:48 ?        00:00:00 [scsi_eh_31]
root         280       2     280  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_31]
root         281       2     281  0    1     0     0   2 21:48 ?        00:00:00 [scsi_eh_32]
root         282       2     282  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-scsi_tmf_32]
root         304       2     304  0    1     0     0   2 21:48 ?        00:00:00 [kworker/u515:27-events_freezable_pwr_efficient]
root         306       2     306  0    1     0     0   3 21:48 ?        00:00:00 [kworker/u515:29-events_freezable_pwr_efficient]
root         351       2     351  0    1     0     0   0 21:48 ?        00:00:00 [jbd2/sda2-8]
root         352       2     352  0    1     0     0   1 21:48 ?        00:00:00 [kworker/R-ext4-rsv-conversion]
root         400       2     400  0    1     0     0   3 21:48 ?        00:00:00 [irq/57-vmw_vmci]
root         401       2     401  0    1     0     0   0 21:48 ?        00:00:00 [irq/58-vmw_vmci]
root         402       2     402  0    1     0     0   1 21:48 ?        00:00:00 [irq/59-vmw_vmci]
root         410       1     410  0    1 14925 27048   1 21:48 ?        00:00:00 /usr/lib/systemd/systemd-journald
systemd+     430       1     430  0    1  4535  7696   0 21:48 ?        00:00:00 /usr/lib/systemd/systemd-oomd
root         436       2     436  0    1     0     0   2 21:48 ?        00:00:00 [kworker/u516:2-events_freezable_pwr_efficient]
root         443       2     443  0    1     0     0   3 21:48 ?        00:00:00 [kworker/3:3-events]
root         452       1     452  0    3 38141  1300   0 21:48 ?        00:00:00 vmware-vmblock-fuse /run/vmblock-fuse -o rw,subtype=vmware-vmblock,default_permissions,allow_other,dev,suid
root         452       1     454  0    3 38141  1300   3 21:48 ?        00:00:00 vmware-vmblock-fuse /run/vmblock-fuse -o rw,subtype=vmware-vmblock,default_permissions,allow_other,dev,suid
root         452       1     455  0    3 38141  1300   1 21:48 ?        00:00:00 vmware-vmblock-fuse /run/vmblock-fuse -o rw,subtype=vmware-vmblock,default_permissions,allow_other,dev,suid
systemd+     453       1     453  0    2 22907  7836   2 21:48 ?        00:00:00 /usr/lib/systemd/systemd-timesyncd
systemd+     453       1     473  0    2 22907  7836   2 21:48 ?        00:00:00 /usr/lib/systemd/systemd-timesyncd
root         457       2     457  0    1     0     0   2 21:48 ?        00:00:00 [irq/16-vmwgfx]
root         458       2     458  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-ttm]
root         463       2     463  0    1     0     0   1 21:48 ?        00:00:00 [kworker/u514:3-flush-8:0]
root         465       1     465  0    1  9211 13896   0 21:48 ?        00:00:00 /usr/lib/systemd/systemd-udevd
systemd+     492       1     492  0    1  5832 14328   0 21:48 ?        00:00:00 /usr/lib/systemd/systemd-resolved
root         495       2     495  0    1     0     0   0 21:48 ?        00:00:00 [psimon]
root        1172       2    1172  0    1     0     0   0 21:48 ?        00:00:00 [kworker/R-cryptd]
root        1358       1    1358  0    1  5978 10752   0 21:48 ?        00:00:00 /usr/bin/VGAuthService
root        1366       1    1366  0    4 29219  9912   2 21:48 ?        00:00:01 /usr/bin/vmtoolsd
root        1366       1    1415  0    4 29219  9912   3 21:48 ?        00:00:00 /usr/bin/vmtoolsd
root        1366       1    1416  0    4 29219  9912   3 21:48 ?        00:00:00 /usr/bin/vmtoolsd
root        1366       1    1417  0    4 29219  9912   2 21:48 ?        00:00:00 /usr/bin/vmtoolsd
avahi       1483       1    1483  0    1  1699  4384   0 21:48 ?        00:00:00 avahi-daemon: running [vm.local]
message+    1484       1    1484  0    1  3043  8348   0 21:48 ?        00:00:00 @dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only
gnome-r+    1488       1    1488  0    4 130365 17008  1 21:48 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
gnome-r+    1488       1    1576  0    4 130365 17008  0 21:48 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
gnome-r+    1488       1    1580  0    4 130365 17008  0 21:48 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
gnome-r+    1488       1    1586  0    4 130365 17008  2 21:48 ?        00:00:00 /usr/libexec/gnome-remote-desktop-daemon --system
polkitd     1494       1    1494  0    4 97316 11620   2 21:48 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd     1494       1    1592  0    4 97316 11620   3 21:48 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd     1494       1    1593  0    4 97316 11620   0 21:48 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
polkitd     1494       1    1594  0    4 97316 11620   3 21:48 ?        00:00:00 /usr/lib/polkit-1/polkitd --no-debug --log-level=notice
root        1512       1    1512  0   12 517832 42360  3 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1652  0   12 517832 42360  2 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1653  0   12 517832 42360  1 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1654  0   12 517832 42360  3 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1655  0   12 517832 42360  3 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1658  0   12 517832 42360  2 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1745  0   12 517832 42360  3 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1774  0   12 517832 42360  3 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    1839  0   12 517832 42360  0 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    2022  0   12 517832 42360  2 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    2072  0   12 517832 42360  0 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1512       1    2073  0   12 517832 42360  1 21:48 ?        00:00:00 /usr/lib/snapd/snapd
root        1527       1    1527  0    4 78064  7856   1 21:48 ?        00:00:00 /usr/libexec/accounts-daemon
root        1527       1    1552  0    4 78064  7856   0 21:48 ?        00:00:00 /usr/libexec/accounts-daemon
root        1527       1    1553  0    4 78064  7856   3 21:48 ?        00:00:00 /usr/libexec/accounts-daemon
root        1527       1    1577  0    4 78064  7856   1 21:48 ?        00:00:00 /usr/libexec/accounts-daemon
root        1529       1    1529  0    1  2426  2968   3 21:48 ?        00:00:00 /usr/sbin/cron -f -P
root        1530       1    1530  0    4 77644  7068   0 21:48 ?        00:00:00 /usr/libexec/switcheroo-control
root        1530       1    1541  0    4 77644  7068   2 21:48 ?        00:00:00 /usr/libexec/switcheroo-control
root        1530       1    1542  0    4 77644  7068   2 21:48 ?        00:00:00 /usr/libexec/switcheroo-control
root        1530       1    1578  0    4 77644  7068   2 21:48 ?        00:00:00 /usr/libexec/switcheroo-control
root        1533       1    1533  0    1  4757  9052   1 21:48 ?        00:00:00 /usr/lib/systemd/systemd-logind
root        1534       1    1534  0    6 136254 15264  0 21:48 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1534       1    1558  0    6 136254 15264  1 21:48 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1534       1    1560  0    6 136254 15264  0 21:48 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1534       1    1579  0    6 136254 15264  0 21:48 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1534       1    1625  0    6 136254 15264  2 21:48 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1534       1    1644  0    6 136254 15264  2 21:48 ?        00:00:00 /usr/libexec/udisks2/udisksd
root        1546       2    1546  0    1     0     0   2 21:48 ?        00:00:00 [kworker/2:3-events]
syslog      1548       1    1548  0    4 55183  5676   1 21:48 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
syslog      1548       1    1570  0    4 55183  5676   3 21:48 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
syslog      1548       1    1573  0    4 55183  5676   3 21:48 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
syslog      1548       1    1574  0    4 55183  5676   3 21:48 ?        00:00:00 /usr/sbin/rsyslogd -n -iNONE
avahi       1559    1483    1559  0    1  1652  1536   2 21:48 ?        00:00:00 avahi-daemon: chroot helper
root        1587       1    1587  0    4 84968 20464   2 21:48 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1587       1    1629  0    4 84968 20464   1 21:48 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1587       1    1630  0    4 84968 20464   2 21:48 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1587       1    1631  0    4 84968 20464   1 21:48 ?        00:00:00 /usr/sbin/NetworkManager --no-daemon
root        1591       1    1591  0    1  4604  6268   1 21:48 ?        00:00:00 /usr/sbin/wpa_supplicant -u -s -O DIR=/run/wpa_supplicant GROUP=netdev
root        1627       1    1627  0    4 97848 12604   2 21:48 ?        00:00:00 /usr/sbin/ModemManager
root        1627       1    1639  0    4 97848 12604   0 21:48 ?        00:00:00 /usr/sbin/ModemManager
root        1627       1    1640  0    4 97848 12604   0 21:48 ?        00:00:00 /usr/sbin/ModemManager
root        1627       1    1643  0    4 97848 12604   0 21:48 ?        00:00:00 /usr/sbin/ModemManager
root        1721       1    1721  0    1  8158 12044   1 21:48 ?        00:00:00 /usr/sbin/cupsd -l
root        1728       1    1728  0    2 30902 29532   3 21:48 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
root        1728       1    1748  0    2 30902 29532   3 21:48 ?        00:00:00 /usr/bin/python3 /usr/share/unattended-upgrades/unattended-upgrade-shutdown --wait-for-signal
lp          1729    1721    1729  0    1  3950  6608   1 21:48 ?        00:00:00 /usr/lib/cups/notifier/dbus dbus://
root        1741       1    1741  0    4 78363  9208   0 21:48 ?        00:00:00 /usr/sbin/gdm3
root        1741       1    1743  0    4 78363  9208   3 21:48 ?        00:00:00 /usr/sbin/gdm3
root        1741       1    1744  0    4 78363  9208   3 21:48 ?        00:00:00 /usr/sbin/gdm3
root        1741       1    1746  0    4 78363  9208   1 21:48 ?        00:00:00 /usr/sbin/gdm3
cups-br+    1755       1    1755  0    4 52342 20808   1 21:48 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    1755       1    1768  0    4 52342 20808   2 21:48 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    1755       1    1769  0    4 52342 20808   2 21:48 ?        00:00:00 /usr/sbin/cups-browsed
cups-br+    1755       1    1771  0    4 52342 20808   1 21:48 ?        00:00:00 /usr/sbin/cups-browsed
root        1842       1    1842  0    4 78021  7272   2 21:48 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        1842       1    1872  0    4 78021  7272   2 21:48 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        1842       1    1873  0    4 78021  7272   1 21:48 ?        00:00:00 /usr/libexec/power-profiles-daemon
root        1842       1    1875  0    4 78021  7272   2 21:48 ?        00:00:00 /usr/libexec/power-profiles-daemon
rtkit       1863       1    1863  0    3  5465  3220   2 21:48 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1863       1    1888  0    3  5465  3220   2 21:48 ?        00:00:00 /usr/libexec/rtkit-daemon
rtkit       1863       1    1889  0    3  5465  3220   1 21:48 ?        00:00:00 /usr/libexec/rtkit-daemon
colord      2173       1    2173  0    4 79733 14656   2 21:48 ?        00:00:00 /usr/libexec/colord
colord      2173       1    2181  0    4 79733 14656   0 21:48 ?        00:00:00 /usr/libexec/colord
colord      2173       1    2182  0    4 79733 14656   0 21:48 ?        00:00:00 /usr/libexec/colord
colord      2173       1    2184  0    4 79733 14656   0 21:48 ?        00:00:00 /usr/libexec/colord
root        2187       2    2187  0    1     0     0   2 21:48 ?        00:00:00 [kworker/u513:4-events_unbound]
root        2227       1    2227  0    4 80311  9996   2 21:48 ?        00:00:00 /usr/libexec/upowerd
root        2227       1    2284  0    4 80311  9996   3 21:48 ?        00:00:00 /usr/libexec/upowerd
root        2227       1    2285  0    4 80311  9996   2 21:48 ?        00:00:00 /usr/libexec/upowerd
root        2227       1    2289  0    4 80311  9996   2 21:48 ?        00:00:00 /usr/libexec/upowerd
root        2613    1741    2613  0    4 43996 10536   1 21:48 ?        00:00:00 gdm-session-worker [pam/gdm-password]
